,hotelname,rating,reviews,star rating, location, nearest, distance nearest,price,tax,tax
249,Family Transit 2 Hotel,4.0,58.0,2.0,Phú Cường ,city centre ,27.4 km ,D 13,3         ,
250,Moon View Hotel,4.0,110.0,3.0,Ba Dinh  ,Old Quarter,2.2 km ,D 65,16         ,
251,Kawasaki Noibai Hotel,3.0,9.0,3.0,Phú Cường ,city centre ,29.3 km ,D 20,5         ,
252,Hong Ha Hotel,4.0,86.0,3.0,Hoan Kiem ,Old Quarter,2.3 km ,D 40,9         ,
253,Le Foyer Hotel,4.0,81.0,3.0,Old Quarter ,Old Quarter,700 m ,D 28,7         ,
254,Thang Long Espana Hotel,4.0,75.0,3.0,Ba Dinh  ,Old Quarter,2.7 km ,D 41,10         ,
255,Soleil Boutique Hotel,5.0,303.0,4.0,Old Quarter ,,,D 82,20         ,
256,Hanoi Pomihoa Hotel,4.0,71.0,3.0,Old Quarter ,Old Quarter,1.2 km ,D 34,8         ,
257,Aviary Hanoi Hotel & Travel,,,4.0,Old Quarter ,Old Quarter,720 m ,D 40,3         ,
258,Sunrise Hanoi Hotel,,,3.0,Hai Ba Trung ,Old Quarter,3.8 km ,D 21,5         ,
259,Mon Regency Hotel,3.5,89.0,4.0,Hoan Kiem ,Old Quarter,1.5 km ,D 32,7         ,
260,Romantique Hotel De Hanoi,5.0,50.0,4.0,Old Quarter ,Old Quarter,610 m ,D 42,11         ,
261,Lucky 3 Hotel & Travel,4.0,225.0,3.0,Old Quarter ,,,D 21,5         ,
262,Hanoi La Siesta Hotel & Spa,5.0,5818.0,4.0,Old Quarter ,Old Quarter,710 m ,D 96,25         ,
263,Ping Hanoi Hotel,4.0,49.0,3.0,Mễ Trì ,city centre,10.1 km ,D 52,12         ,
264,Hanoi Marvellous Hotel & Spa,5.0,2581.0,4.0,Old Quarter ,,,D 58,10         ,
265,Hanoi Vision Boutique Hotel,4.5,29.0,3.0,Old Quarter ,,,D 19,5         ,
266,La Sinfonía del Rey Hotel & Spa,5.0,1623.0,4.0,Old Quarter ,,,D 103,24         ,
267,Bendecir Hotel & Spa,5.0,968.0,4.0,Old Quarter ,,,D 62,         ,
268,Hanoi Allure Hotel,5.0,264.0,4.0,Old Quarter ,Old Quarter,830 m ,D 81,19         ,
269,Tirant Hotel,5.0,987.0,4.0,Old Quarter ,Old Quarter,680 m ,D 56,13         ,
270,Hanoi Golden Hostel,4.5,46.0,2.0,Old Quarter ,Old Quarter,780 m ,D 17,         ,
271,Solaria Hotel,5.0,683.0,4.0,Old Quarter ,Train Street,1.8 km ,D 68,18         ,
272,Hanoi L'heritage Diamond Hotel & Spa,5.0,762.0,4.0,Old Quarter ,,,D 62,         ,
273,Shining Central Hotel & Spa,5.0,473.0,4.0,Old Quarter ,,,D 59,         ,
274,Hanoi La Siesta Central Hotel & Spa,5.0,426.0,4.0,Old Quarter ,Old Quarter,630 m ,D 151,38         ,
275,Anatole Hotel Hanoi,5.0,405.0,4.0,Old Quarter ,,,D 80,19         ,
276,L’HÔTEL du LAC Hanoi,5.0,380.0,4.0,Old Quarter ,Train Street,1.5 km ,D 83,16         ,
277,Luxury Old Quarter Hotel & Gym,5.0,295.0,4.0,Old Quarter ,Old Quarter,640 m ,D 53,12         ,
278,Babylon Premium Hotel & Spa,5.0,282.0,4.0,Old Quarter ,,,D 47,         ,
279,LeaH Silk Hotel,5.0,194.0,4.0,Old Quarter ,,,D 70,16         ,
280,Lotusama Hanoi Hotel,5.0,184.0,4.0,Old Quarter ,Old Quarter,700 m ,D 44,10         ,
281,A25 Hotel - 23 Quan Thanh,3.5,98.0,4.0,Ba Dinh  ,Old Quarter,1.9 km ,D 26,6         ,
282,Sen Grand Hotel & Spa managed by Sen Group,5.0,140.0,4.0,Quan Hoa ,city centre ,6.4 km ,D 42,10         ,
283,Impressive Boutique Hotel,4.5,70.0,2.0,Old Quarter ,,,D 18,4         ,
284,Hanoi Buffalo Hostel,5.0,133.0,,Old Quarter ,,,D 12,for         ,
285,Hanoi Discovery Hotel,4.0,174.0,2.0,Old Quarter ,Old Quarter,730 m ,D 16,4         ,
286,Nesta Boutique Hotel Ha Noi,5.0,110.0,4.0,Hai Ba Trung ,Old Quarter,3.0 km ,D 33,7         ,
287,Milton Boutique Hostel,4.0,189.0,3.0,Old Quarter ,Old Quarter,620 m ,D 27,         ,
288,A25 Hotel - 46 Chau Long,,,2.0,Ba Dinh  ,Old Quarter,2.4 km ,D 31,         ,
289,Hoa Binh Hotel,3.5,148.0,3.0,Hoan Kiem ,Old Quarter,1.9 km ,D 57,14         ,
290,Atrium Hanoi Hotel,3.5,157.0,3.0,Old Quarter ,Old Quarter,920 m ,D 75,18         ,
291,Maya Boutique Hotel & Spa,5.0,88.0,4.0,Old Quarter ,Old Quarter,900 m ,D 30,7         ,
292,Blubiz Hotel,,,3.0,Mễ Trì ,city centre,9.2 km ,D 30,         ,
293,Hanoi Vacanza Premier Hotel,5.0,92.0,4.0,Old Quarter ,Old Quarter,630 m ,D 45,6         ,
294,HANOI FLORA HOTEL,,,4.0,Old Quarter ,,,D 42,6         ,
295,Midori Boutique Hotel,5.0,60.0,4.0,Hai Ba Trung ,Old Quarter,2.4 km ,D 55,14         ,
296,Commencer Hotel,5.0,59.0,4.0,Old Quarter ,Old Quarter,1.1 km ,D 71,         ,
297,Hotel Kuretakeso Tho Nhuom 84,5.0,50.0,4.0,Hoan Kiem ,Old Quarter,2.2 km ,D 51,12         ,
298,Millan Home,4.5,18.0,3.0,Ba Dinh  ,Old Quarter,3.4 km ,D 26,6         ,
299,Sunny 3 Hotel Hanoi,3.5,48.0,3.0,Cat Linh ,Old Quarter,3.5 km ,D 33,7         ,
300,Peridot Grand Luxury Boutique Hotel,5.0,1011.0,5.0,Old Quarter ,,,D 106,27         ,
301,MK Premier Boutique Hotel,4.5,1521.0,4.0,Old Quarter ,Old Quarter,700 m ,D 46,11         ,
302,Hong Ngoc Dynastie Boutique Hotel & Spa,4.5,671.0,4.0,Old Quarter ,,,D 53,14         ,
303,Conifer Boutique Hotel,4.5,702.0,4.0,Hoan Kiem ,Old Quarter,1.7 km ,D 56,13         ,
304,Classic Street Hotel,4.5,534.0,4.0,Old Quarter ,Old Quarter,680 m ,D 53,         ,
305,Sunline Hotel,4.5,377.0,4.0,Old Quarter ,Old Quarter,570 m ,D 48,12         ,
306,Gallant Hotel,4.5,16.0,3.0,Hai Ba Trung ,Old Quarter,3.5 km ,D 62,14         ,
307,Melia Ba Vi Mountain Retreat,4.5,331.0,4.0,Ba Vi ,city centre,67.7 km ,D 141,         ,
308,Hanoi Rosaliza Hotel,4.5,327.0,4.0,Hoan Kiem ,Old Quarter,2.1 km ,D 27,6         ,
309,Ficus Suites,4.5,10.0,4.0,Hoan Kiem ,Old Quarter,1.8 km ,D 50,         ,
310,Novotel Suites Hanoi,4.5,199.0,4.0,Dịch Vọng Hậu ,city centre,8.3 km ,D 80,19         ,
311,Golden Time Hostel,4.5,262.0,3.0,Old Quarter ,Old Quarter,1.3 km ,D 24,         ,
312,Hanoi Central Hotel & Residences,5.0,385.0,3.0,Old Quarter ,,,D 69,         ,
313,Hanoi Traveller House,4.5,315.0,,Old Quarter ,Old Quarter,920 m ,D 32,         ,
314,Lenid Hotel Tho Nhuom,4.5,80.0,4.0,Hoan Kiem ,Old Quarter,2.4 km ,D 38,9         ,
315,Sen Luxury Hotel,4.5,70.0,4.0,Quan Hoa ,city centre ,6.3 km ,D 34,8         ,
316,La Passion Hanoi Hotel & Spa,4.5,72.0,4.0,Old Quarter ,Old Quarter,710 m ,D 86,         ,
317,Blue Hanoi Hotel,5.0,12.0,3.0,Hai Ba Trung ,Old Quarter,2.7 km ,D 30,7         ,
318,Grandiose Hotel & Spa,4.5,63.0,4.0,Ba Dinh  ,Sky Lotte Observation Deck,610 m ,D 58,14         ,
319,Marigold Hotel Hanoi,,,3.0,Old Quarter ,Old Quarter,1.3 km ,D 28,6         ,
320,Hanoi Central Backpackers Hostel,4.5,388.0,,Old Quarter ,Old Quarter,1.1 km ,D 10,for         ,
321,Little Charm Hanoi Hostel,5.0,507.0,3.0,Old Quarter ,Old Quarter,710 m ,D 20,5         ,
322,Zody House,5.0,11.0,3.0,Hoan Kiem ,Old Quarter,1.8 km ,D 27,6         ,
323,Mina Hotel & Spa,4.5,50.0,4.0,Old Quarter ,Old Quarter,760 m ,D 48,11         ,
324,GRAND HOTEL du LAC Hanoi,,,5.0,Old Quarter ,,,D 219,30         ,
325,Pentstudio West Lake Hanoi,,,4.0,Tay Ho (Westlake),,,D 63,16         ,
326,Hanoi La Selva Hotel,5.0,2268.0,3.0,Old Quarter ,,,D 42,         ,
327,Golden Sun Hotel,5.0,1567.0,3.0,Old Quarter ,,,D 34,         ,
328,Hanoi Trendy Hotel & Spa,5.0,1447.0,3.0,Old Quarter ,,,D 34,8         ,
329,Hanoi Bonsella Hotel,5.0,1203.0,3.0,Old Quarter ,Train Street,1.8 km ,D 54,12         ,
330,Splendora Hotel,5.0,1052.0,3.0,Old Quarter ,,,D 47,         ,
331,Mercury Central Hotel Hanoi,5.0,1086.0,3.0,Old Quarter ,Train Street,1.5 km ,D 51,12         ,
332,Golden Legend Diamond Hotel,5.0,1064.0,3.0,Old Quarter ,,,D 47,         ,
333,Old Quarter View Hanoi Hostel,5.0,815.0,3.0,Old Quarter ,Old Quarter,780 m ,D 20,for         ,
334,Hanoi La Castela Hotel,5.0,733.0,3.0,Old Quarter ,,,D 36,         ,
335,San Boutique Hotel,5.0,634.0,3.0,Old Quarter ,,,D 52,         ,
336,Sap Hotel By Connek,5.0,696.0,3.0,Old Quarter ,Old Quarter,660 m ,D 46,11         ,
337,Sense Central Hanoi Hotel,4.5,45.0,4.0,Old Quarter ,Old Quarter,930 m ,D 36,         ,
338,Hanoi Bella Rosa Suite Hotel & Spa,5.0,575.0,3.0,Old Quarter ,,,D 51,         ,
339,Hanoi Bella Rosa Hotel & Spa,5.0,601.0,3.0,Old Quarter ,,,D 38,9         ,
340,Hanoi Paradise Center Hotel & Spa,4.5,44.0,4.0,Old Quarter ,,,D 51,         ,
341,HOTEL DE L OPERA HANOI,4.5,2061.0,5.0,Hoan Kiem ,Old Quarter,1.6 km ,D 186,         ,
342,Movenpick Hotel Hanoi,4.5,1732.0,5.0,Hoan Kiem ,Old Quarter ,1.7 km ,D 138,         ,
343,Hanoi EcoStay 1 hostel,4.5,27.0,2.0,Old Quarter ,Old Quarter,760 m ,D 9,for         ,
344,Hanoi Diamond King Hotel,5.0,480.0,3.0,Old Quarter ,Old Quarter,790 m ,D 24,6         ,
345,Hanoi Golden Hotel,4.0,23.0,2.0,Old Quarter ,Old Quarter,780 m ,D 24,5         ,
346,Hanoi Elite Hotel,5.0,397.0,3.0,Old Quarter ,Old Quarter,820 m ,D 37,8         ,
347,Dream Central Hotel,5.0,363.0,3.0,Old Quarter ,Old Quarter,670 m ,D 25,6         ,
348,A25 Hotel - 15 Hang Than,4.5,14.0,3.0,Ba Dinh  ,Old Quarter,2.5 km ,D 20,5         ,
349,Hanoi Prime Center Hotel,5.0,306.0,3.0,Old Quarter ,Old Quarter,850 m ,D 67,16         ,
350,Little Hanoi Hostel,4.5,709.0,1.0,Old Quarter ,Old Quarter,600 m ,D 11,for         ,
351,Hanoi Exclusive Hotel,5.0,257.0,3.0,Old Quarter ,,,D 53,10         ,
352,Labevie Hotel,5.0,252.0,3.0,Old Quarter ,Old Quarter,830 m ,D 29,         ,
353,Sunway Hotel Hanoi,4.0,1040.0,4.0,Hai Ba Trung ,Old Quarter,2.7 km ,D 57,13         ,
354,Church Boutique Hotel - 49 Lan Ong,5.0,200.0,3.0,Old Quarter ,Old Quarter,540 m ,D 60,14         ,
355,Hanoi Airport Suites Hostel & Travel,5.0,37.0,2.0,Mai Đình ,city centre ,23.2 km ,D 22,for         ,
356,New Era Hotel and Villa,4.5,34.0,4.0,Ngọc Lâm ,city centre ,2.7 km ,D 51,12         ,
357,Hanoi Hanvet Hotel,5.0,137.0,3.0,Old Quarter ,,,D 36,5         ,
358,Classy Boutique Hotel,5.0,136.0,3.0,Old Quarter ,Old Quarter,630 m ,D 37,         ,
359,Ibiz City Hostel,3.5,108.0,2.0,Old Quarter ,Old Quarter,690 m ,D 14,         ,
360,The Bloom Ha Noi,5.0,24.0,4.0,Dịch Vọng Hậu ,city centre,8.0 km ,D 45,10         ,
361,The Pilgrim Boutique,,,3.0,Old Quarter ,,,D 27,         ,
362,Golden Legend Palace Hotel,5.0,122.0,3.0,Old Quarter ,Old Quarter,860 m ,D 39,         ,
363,Splendid Pearlight Hanoi,5.0,120.0,3.0,Old Quarter ,,,D 37,10         ,
364,Conifer Grand Hotel,4.0,122.0,4.0,Old Quarter ,,,D 45,11         ,
365,Hana Stay Tran Quoc Hoan,5.0,21.0,3.0,Nghia Tan ,city centre,8.1 km ,D 27,         ,
366,Babylon Grand Hotel & Spa,4.0,95.0,4.0,Ba Dinh  ,Old Quarter,2.8 km ,D 32,8         ,
367,Lotte The Residence,,,4.0,Ba Dinh  ,,,D 123,29         ,
368,Hanoi La Cascada House & Travel,5.0,74.0,3.0,Old Quarter ,Old Quarter,1.1 km ,D 33,         ,
369,Hanoi Lakeside Premium Hotel,5.0,69.0,3.0,Old Quarter ,Old Quarter,550 m ,D 64,16         ,
370,The Queen Hotel & Spa 2,4.0,21.0,2.0,Old Quarter ,Old Quarter,510 m ,D 20,         ,
371,Sunny Hotel 1,3.0,22.0,3.0,Ba Dinh  ,,,D 33,7         ,
372,Thang Loi Hotel,3.0,62.0,2.0,Tay Ho (Westlake) ,Ho Tay lake (West Lake),1.7 km ,D 27,6         ,
373,Home Hotel,4.5,9.0,3.0,Dịch Vọng ,city centre,7.5 km ,D 35,8         ,
374,A25 Hotel - 12 Ngo Sy Lien,4.0,13.0,3.0,Văn Miếu ,Old Quarter ,2.0 km ,D 32,         ,
375,Sport Hotel,4.0,12.0,3.0,Nhân Chính ,city centre,7.3 km ,D 52,12         ,
376,Hanoi Titanic Hotel,5.0,1411.0,2.0,Old Quarter ,Old Quarter,510 m ,D 41,         ,
377,Holiday Suites Hotel & Spa,4.5,2111.0,3.0,Old Quarter ,,,D 17,4         ,
378,Rendez Vous Hotel,4.5,1351.0,3.0,Old Quarter ,,,D 28,7         ,
379,Marina Hotel,4.5,8.0,3.0,Old Quarter ,Old Quarter,960 m ,D 68,16         ,
380,Hanoi Peridot Hotel,4.5,832.0,3.0,Old Quarter ,Old Quarter,590 m ,D 48,13         ,
381,Hanoi Lotus Boutique Hotel,4.5,808.0,3.0,Old Quarter ,,,D 55,14         ,
382,Hanoi City Guest House,4.5,507.0,3.0,Old Quarter ,,,D 30,7         ,
383,Rising Dragon Legend Hotel,4.5,409.0,3.0,Old Quarter ,,,D 26,6         ,
384,Eclipse Legend Hotel,4.5,388.0,3.0,Old Quarter ,Old Quarter,770 m ,D 40,9         ,
385,Hanoi HM Boutique Hotel,4.5,449.0,3.0,Old Quarter ,Old Quarter,560 m ,D 27,6         ,
386,A25 Luxury Hotel,4.0,36.0,4.0,Hai Ba Trung,,,D 30,7         ,
387,Splendid Holiday Hotel,4.5,290.0,3.0,Old Quarter ,,,D 43,6         ,
388,Amorita Boutique Hotel,4.5,278.0,3.0,Old Quarter ,,,D 47,         ,
389,Queen Light Hotel,4.5,203.0,3.0,Old Quarter ,Old Quarter,620 m ,D 26,         ,
390,Asia Guest House,4.0,242.0,1.0,Old Quarter ,Old Quarter,660 m ,D 18,         ,
391,Camellia Boutique Hotel,4.5,153.0,3.0,Hoan Kiem ,Old Quarter,2.0 km ,D 81,20         ,
392,Hanoi Family Homestay 2,5.0,124.0,2.0,Old Quarter ,Old Quarter,710 m ,D 38,         ,
393,Grand Plaza Hanoi Hotel,4.0,181.0,5.0,Trung Hoà ,city centre,7.9 km ,D 76,18         ,
394,FTE Ba Dinh Hotel,4.5,17.0,4.0,Ba Dinh,,,D 50,9         ,
395,Hanoi Delight Hotel,4.5,124.0,3.0,Ba Dinh  ,Old Quarter,3.1 km ,D 33,         ,
396,Hanoi Hotel,3.5,171.0,4.0,Ba Dinh,,,D 61,14         ,
397,Nexy Hostel,4.5,383.0,1.0,Old Quarter ,,,D 12,for         ,
398,Anova Hotel,3.5,33.0,3.0,Mai Đình ,city centre ,24.0 km ,D 15,4         ,
399,Lucky Budda Inn Villa,4.5,103.0,3.0,Ngọc Lâm ,city centre ,3.5 km ,D 24,         ,
400,Army Hotel,3.5,122.0,4.0,Ba Dinh  ,Old Quarter,2.0 km ,D 50,12         ,
401,Hanoi Old Centre Hotel,5.0,87.0,2.0,Old Quarter ,Train Street,1.8 km ,D 92,21         ,
402,Muong Thanh Hanoi Centre Hotel,3.5,99.0,4.0,Hoan Kiem ,Old Quarter,2.4 km ,D 57,13         ,
403,A1 Hill Hanoi Hotel,4.0,8.0,3.0,Láng Thượng,,,D 24,5         ,
404,Urban Alley Hotel,4.5,82.0,3.0,Old Quarter ,,,D 20,4         ,
405,TK123 Hanoi Hotel,4.5,77.0,3.0,Hoan Kiem ,Old Quarter ,1.8 km ,D 25,5         ,
406,Trang Trang Premium Hotel,4.5,78.0,3.0,Old Quarter ,Old Quarter,540 m ,D 42,10         ,
407,The Pilgrim Hotel,4.5,71.0,3.0,Old Quarter ,,,D 29,         ,
408,Hanoi City Backpackers Hostel,4.5,443.0,2.0,Old Quarter ,,,D 11,         ,
409,Ancient Lane Hotel,4.5,126.0,2.0,Old Quarter ,,,D 22,         ,
410,CWD Hotel,3.5,11.0,3.0,Tay Ho (Westlake) ,Old Quarter,3.5 km ,D 41,9         ,
411,Antique Angel Hotel,4.5,68.0,3.0,Old Quarter ,Old Quarter,750 m ,D 86,20         ,
412,Luxury Airport Hotel & Travel,4.5,57.0,3.0,Mai Đình ,city centre ,22.9 km ,D 22,         ,
413,Luxeden Hotel,4.5,49.0,3.0,Dịch Vọng Hậu ,city centre,7.8 km ,D 35,9         ,
414,My Hotel 23,5.0,6.0,3.0,Hai Ba Trung ,Old Quarter,2.4 km ,D 19,4         ,
415,Maro Hotel,4.5,48.0,3.0,Old Quarter ,Old Quarter,570 m ,D 52,12         ,
416,Hanoi Rose Hotel,3.5,78.0,3.0,Old Quarter ,,,D 29,         ,
417,Hanoi Delica Hotel,4.5,37.0,3.0,Old Quarter ,,,D 26,6         ,
418,Hanoi Golden Charm Hotel,4.5,540.0,2.0,Old Quarter ,,,D 23,         ,
419,Minasi HanoiOi Hotel,4.5,16.0,4.0,Hoan Kiem ,Old Quarter,1.9 km ,D 39,7         ,
420,TQT Hotel,4.0,21.0,4.0,Hoan Kiem ,Old Quarter,3.0 km ,D 40,9         ,
421,Golden Time Hostel 3,4.0,515.0,3.0,Old Quarter ,Old Quarter,710 m ,D 21,         ,
422,Atlanta Residences,4.5,37.0,3.0,Hai Ba Trung ,Old Quarter,3.1 km ,D 65,         ,
423,Hanoi Lullaby Hotel & Travel,4.5,37.0,3.0,Old Quarter ,Old Quarter,550 m ,D 40,         ,
424,Gia Thinh Hotel,4.5,274.0,2.0,Old Quarter ,Old Quarter,700 m ,D 27,         ,
425,Dahlia Hotel Hanoi,4.5,41.0,3.0,Old Quarter ,Old Quarter,820 m ,D 32,7         ,
426,Wyndham Sky Lake Resort and Villas,5.0,18.0,5.0,Hanoi ,city centre,37.0 km ,D 75,20         ,
427,Le Petit Hanoi Hotel,3.5,14.0,2.0,Old Quarter ,,,D 41,9         ,
428,First Eden Hotel,4.0,130.0,3.0,Ba Dinh  ,Old Quarter,1.9 km ,D 25,         ,
429,Olympus Old Quarter Hotel,4.0,82.0,3.0,Old Quarter ,Old Quarter,850 m ,D 32,         ,
430,Hanoi Airport Hotel - Convenient & Friendly,4.5,63.0,2.0,Mai Đình ,city centre ,23.6 km ,D 23,         ,
431,VATC SleepPod Terminal 2,,,1.0,Phú Cường ,city centre ,28.4 km ,D 51,11         ,
432,Novotel Hanoi Thai Ha,4.0,30.0,5.0,Trung Liệt,,,D 93,22         ,
433,Paragon Resort,3.0,7.0,3.0, ,city centre,56.1 km ,D 54,13         ,
434,Hanoi EcoStay 2 hostel,4.0,11.0,2.0,Old Quarter ,Old Quarter,840 m ,D 9,for         ,
435,Lake Side Hotel,3.0,55.0,,Ba Dinh,,,D 42,9         ,
436,North Hostel N.2,3.5,70.0,1.0,Old Quarter ,,,D 12,         ,
437,Trang Trang Boutique Hotel,4.5,27.0,3.0,Old Quarter ,Old Quarter,710 m ,D 27,5         ,
438,Hanoi Ping Luxury Hotel,4.0,49.0,3.0,Mễ Trì ,city centre,9.3 km ,D 28,6         ,
439,Sakura Hotel 3,4.0,48.0,3.0,Ba Dinh  ,Sky Lotte Observation Deck,780 m ,D 56,13         ,
440,Mayfair Hotel & Apartment Hanoi,4.5,5.0,2.0,Hoan Kiem ,Old Quarter ,1.9 km ,D 27,6         ,
441,Muong Thanh Xa La,4.0,15.0,4.0,Phúc La ,city centre,13.3 km ,D 47,8         ,
442,London Hanoi Hotel,4.0,15.0,4.0,Dịch Vọng ,city centre,7.2 km ,D 36,9         ,
443,Hanoi Fantasea Hotel,3.5,42.0,,Old Quarter ,,,D 12,         ,
444,Graffiti Hotel,,,2.0,Old Quarter ,,,D 24,6         ,
445,Nusmile's Homestay & Travel,4.5,10.0,,Old Quarter ,,,D 19,         ,
446,Church Boutique Hotel Hang Ca,4.5,23.0,3.0,Old Quarter ,Old Quarter,630 m ,D 38,9         ,
447,Prince II Hotel,4.0,218.0,2.0,Old Quarter ,Old Quarter,760 m ,D 26,6         ,
448,Azumaya Hai Ba Trung 1 Hotel,4.0,30.0,3.0,Hoan Kiem ,Old Quarter,2.3 km ,D 69,16         ,
449,Time Hotel,4.0,158.0,2.0,Old Quarter ,Old Quarter,980 m ,D 72,17         ,
450,Charming Moon Hotel,5.0,8.0,3.0,Old Quarter ,Old Quarter,720 m ,D 55,         ,
451,Reiwa Inn Apartment,,,3.0,Ba Dinh  ,Sky Lotte Observation Deck,810 m ,D 72,17         ,
452,Hoa Dao Hotel,,,3.0,Tay Ho (Westlake),,,D 35,8         ,
453,Reyna Hotel Hanoi,4.0,5.0,3.0,Mễ Trì ,city centre,9.5 km ,D 43,10         ,
454,Dragon Airport Hotel,3.5,90.0,3.0,Phú Cường ,city centre ,30.1 km ,D 12,4         ,
455,V-studio Hotel Apartment 3,,,3.0,Mễ Trì ,city centre,9.9 km ,D 18,4         ,
456,A25 Hotel - 19 Phan Dinh Phung,4.0,81.0,2.0,Hoan Kiem ,Old Quarter,1.6 km ,D 43,         ,
457,Sakura Hotel,4.0,72.0,2.0,Ba Dinh  ,Sky Lotte Observation Deck,770 m ,D 68,16         ,
458,Roygent Parks Hanoi,4.5,9.0,4.0,Trung Hoà ,city centre,8.5 km ,D 105,         ,
459,Flower Hostel,4.5,9.0,1.0,Old Quarter ,Old Quarter,840 m ,D 22,5         ,
460,Mely Hotel,,,3.0,Nhân Chính ,city centre,7.4 km ,D 21,4         ,
461,Hanoi Amber hotel,4.0,27.0,3.0,Old Quarter ,Old Quarter,990 m ,D 137,         ,
462,Aira Boutique Hanoi Hotel & Spa,,,4.0,Ba Dinh  ,Old Quarter,1.7 km ,D 110,         ,
463,Duc Trong Hotel,,,4.0,Đồng Tâm,,,D 46,6         ,
464,Hanoi All Nations Homestay,,,4.0,Old Quarter ,Old Quarter,720 m ,D 19,         ,
465,Paradise Home West Lake 19 To Ngoc Van,,,4.0,Tay Ho (Westlake) ,Ho Tay lake (West Lake),1.8 km ,D 24,         ,
466,Halais Hotel,4.0,7.0,4.0,Hai Ba Trung ,Old Quarter,2.6 km ,D 34,9         ,
467,Hanoi View Legend Hotel,4.5,14.0,2.0,Old Quarter ,,,D 34,         ,
468,Cathedral Hanoi Backpackers,2.5,48.0,1.0,Old Quarter ,,,D 70,17         ,
469,Hanoi A83 Hotel,,,2.0,Nam Đồng ,Old Quarter,3.9 km ,D 27,6         ,
470,Sao Bang Hotel,,,3.0,Ngọc Lâm ,city centre ,3.0 km ,D 25,6         ,
471,La Batisse Kim Ma Hotel,,,3.0,Ba Dinh  ,Old Quarter,3.5 km ,D 27,6         ,
472,Tulip Hotel Vu Ngoc Phan,3.0,6.0,2.0,Láng Thượng,,,D 15,3         ,
473,Libra Hotel Residence,,,4.0,Dịch Vọng Hậu ,city centre,8.0 km ,D 29,         ,
474,Sakura Hotel II,4.0,22.0,3.0,Dịch Vọng ,city centre,7.3 km ,D 52,12         ,
475,Aira Boutique Hanoi Hotel & Spa,,,4.0,Old Quarter ,,,D 90,         ,
476,NYNA - Home Away From Home,,,3.0,Hoan Kiem ,Old Quarter,2.3 km ,D 54,12         ,
477,TQT 2 Hotel,,,3.0,Hoan Kiem ,Old Quarter,2.3 km ,D 40,         ,
478,Airport Classic Hotel & Travel,3.5,33.0,3.0,Mai Đình ,city centre ,23.6 km ,D 25,         ,
479,Anova 2 Hotel,3.5,33.0,3.0,Mai Đình ,city centre ,23.6 km ,D 22,         ,
480,Brandi Fuji Hotel,4.0,20.0,3.0,Ba Dinh  ,Sky Lotte Observation Deck,880 m ,D 45,         ,
481,20 Hotel and Apartment,,,3.0,Ba Dinh  ,Old Quarter,3.1 km ,D 28,6         ,
482,22land Residence Hotel 71 Hang Bong,,,4.0,Old Quarter ,,,D 34,         ,
483,Pacific Place Serviced Apartment,4.0,14.0,,Hoan Kiem ,Old Quarter ,1.7 km ,D 56,         ,
484,Hanoi La Vision Hotel,4.0,19.0,3.0,Old Quarter ,Old Quarter,520 m ,D 23,5         ,
485,Hanoi Street Hotel,4.5,127.0,1.0,Hoan Kiem ,Old Quarter ,1.3 km ,D 27,6         ,
486,La Ava’s Home,5.0,8.0,,Old Quarter ,,,D 21,         ,
487,French Styled House,,,2.0,Mỹ Đình 2 ,city centre,10.3 km ,D 19,         ,
488,Oriental Palace,4.0,8.0,3.0,Tay Ho (Westlake) ,Ho Tay lake (West Lake),1.4 km ,D 29,7         ,
489,Prince Hanoi Hotel,3.5,90.0,2.0,Old Quarter ,,,D 22,         ,
490,Flora Centre Hotel & Spa,4.5,8.0,4.0,Old Quarter ,,,D 44,10         ,
491,Chio Hotel and Apartment,4.5,79.0,,Phú Cường ,city centre ,29.6 km ,D 20,         ,
492,Granda Central Apartment,,,4.0,Dịch Vọng Hậu ,city centre,8.6 km ,D 15,         ,
493,BOM HOMES- VINHOMES METROPOLIS-Service Apartment,,,,Ba Dinh  ,,,D 67,         ,
494,Mango Hotel Hanoi,3.5,76.0,2.0,Hoan Kiem ,Old Quarter ,2.2 km ,D 43,10         ,
495,Canary Hanoi Hotel,3.5,10.0,4.0,Hai Ba Trung ,Old Quarter,3.2 km ,D 33,7         ,
496,Marina Hanoi Hotel,,,3.0,Mễ Trì ,city centre,10.1 km ,D 34,8         ,
497,HOTEL YAH HANOI,,,3.0,Ba Dinh  ,Sky Lotte Observation Deck,640 m ,D 49,12         ,
498,Coco Hotel Hanoi,,,3.0,Trung Hoà,,,D 19,5         ,
499,iRest Apartment,,,3.0,Thịnh Quang,,,D 29,7         ,
500,Lala's Home,,,3.0,Old Quarter ,,,D 32,7         ,
501,Green Hotel near Lotte Center,3.5,6.0,2.0,Ba Dinh  ,,,D 15,         ,
502,Tryst hotel,3.5,21.0,3.0,Ba Dinh  ,Old Quarter,2.7 km ,D 20,5         ,
503,22Housing luxury Hotel & Residence 39 Linh Lang,,,4.0,Ba Dinh  ,Sky Lotte Observation Deck,750 m ,D 28,         ,
504,The Bloom Classic - Hotel and Bistro,,,4.0,Dịch Vọng ,city centre,7.4 km ,D 31,         ,
505,La Siesta Classic Hang Thung,,,5.0,Old Quarter ,Old Quarter,730 m ,D 75,17         ,
506,Stellar of the Seas,,,5.0,Hoan Kiem ,Old Quarter,1.9 km ,D 686,         ,
